id,route_name,route_link,busname,bustype,departing_time,duration,reaching_time,star_rating,price,seats_available
1,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC - 3858,DOLPHIN CRUISE (VOLVO / SCANIA A.C Multi Axle),7/22/2024 11:30,05h 00m,7/22/2024 16:30,3.6,720,43
2,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC - 9356,Super Luxury (Non AC Seater 2+2 Push Back),7/22/2024 11:30,06h 35m,7/22/2024 18:05,3.9,469,31
3,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC - 3601,Super Luxury (Non AC Seater 2+2 Push Back),7/22/2024 12:00,08h 20m,7/22/2024 20:20,2.5,469,32
4,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC - 35269,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),7/22/2024 12:15,06h 10m,7/22/2024 18:25,3.3,720,34
5,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC - 3515,Super Luxury (Non AC Seater 2+2 Push Back),7/22/2024 12:30,07h 35m,7/22/2024 20:05,2.4,469,32
6,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC - 3823,Super Luxury (Non AC Seater 2+2 Push Back),7/22/2024 12:45,06h 58m,7/22/2024 19:43,3.9,469,29
7,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC - 3562,Super Luxury (Non AC Seater 2+2 Push Back),7/22/2024 12:45,06h 40m,7/22/2024 19:25,2.7,436,33
8,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC - 35117,INDRA(A.C. Seater),7/22/2024 13:00,06h 09m,7/22/2024 19:09,3.5,567,33
9,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC - 3549,Super Luxury (Non AC Seater 2+2 Push Back),7/22/2024 13:15,06h 45m,7/22/2024 20:00,4.5,436,33
10,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC - 23879,Super Luxury (Non AC Seater 2+2 Push Back),7/22/2024 13:50,05h 00m,7/22/2024 18:50,3.4,436,33
11,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC - 3825,Super Luxury (Non AC Seater 2+2 Push Back),7/22/2024 14:00,06h 40m,7/22/2024 20:40,2.8,469,32
12,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC - 3571,DOLPHIN CRUISE (VOLVO / SCANIA A.C Multi Axle),7/22/2024 14:00,06h 04m,7/22/2024 20:04,4.1,720,43
13,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC - 4052,Super Luxury (Non AC Seater 2+2 Push Back),7/22/2024 14:00,06h 40m,7/22/2024 20:40,4.8,436,30
14,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC - 3583,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),7/22/2024 14:30,06h 00m,7/22/2024 20:30,3.8,720,38
15,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC - 3886,DOLPHIN CRUISE (VOLVO / SCANIA A.C Multi Axle),7/22/2024 15:00,05h 00m,7/22/2024 20:00,4.1,720,26
16,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC - 3525,Super Luxury (Non AC Seater 2+2 Push Back),7/22/2024 15:00,08h 00m,7/22/2024 23:00,4.2,469,33
17,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC - 99611,Super Luxury (Non AC Seater 2+2 Push Back),7/22/2024 15:20,04h 30m,7/22/2024 19:50,3.9,436,26
18,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC - 3573,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),7/22/2024 15:30,05h 55m,7/22/2024 21:25,4,720,42
19,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC - 35271,INDRA(A.C. Seater),7/22/2024 16:00,05h 50m,7/22/2024 21:50,3,567,35
20,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC - 3585,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),7/22/2024 16:30,05h 55m,7/22/2024 22:25,4.4,720,40
21,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC - 24251,INDRA(A.C. Seater),7/22/2024 17:00,04h 55m,7/22/2024 21:55,3.5,528,18
22,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC - 35133,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),7/22/2024 17:00,05h 50m,7/22/2024 22:50,3.6,720,43
23,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC - 35135,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),7/22/2024 17:45,05h 52m,7/22/2024 23:37,4.4,720,39
24,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC - 35085,DOLPHIN CRUISE (VOLVO / SCANIA A.C Multi Axle),7/22/2024 18:30,06h 00m,7/23/2024 0:30,3.9,720,48
25,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC - 23507,INDRA(A.C. Seater),7/22/2024 19:00,04h 00m,7/22/2024 23:00,2.5,528,19
26,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC - 3613,Super Luxury (Non AC Seater 2+2 Push Back),7/22/2024 19:00,07h 42m,7/23/2024 2:42,3.1,469,32
27,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC - 9316,Super Luxury (Non AC Seater 2+2 Push Back),7/22/2024 20:20,07h 50m,7/23/2024 4:10,4,469,25
28,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC - 35189,DOLPHIN CRUISE (VOLVO / SCANIA A.C Multi Axle),7/22/2024 20:30,04h 35m,7/23/2024 1:05,4.2,720,36
29,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC - 9651,Super Luxury (Non AC Seater 2+2 Push Back),7/22/2024 21:00,07h 41m,7/23/2024 4:41,3.4,469,19
30,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC - 4046,Super Luxury (Non AC Seater 2+2 Push Back),7/22/2024 21:00,06h 40m,7/23/2024 3:40,4.2,469,27
31,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC - 9932,STAR LINER(NON-AC SLEEPER 2+1),7/22/2024 21:30,06h 15m,7/23/2024 3:45,2.5,607,27
32,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC - 9654,Super Luxury (Non AC Seater 2+2 Push Back),7/22/2024 21:40,07h 40m,7/23/2024 5:20,4.3,469,26
33,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC - 40568,Super Luxury (Non AC Seater 2+2 Push Back),7/22/2024 21:42,08h 18m,7/23/2024 6:00,4.5,456,26
34,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC - 3916,Super Luxury (Non AC Seater 2+2 Push Back),7/22/2024 21:45,05h 05m,7/23/2024 2:50,4.1,469,24
35,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC - 3860,INDRA(A.C. Seater),7/22/2024 21:45,06h 14m,7/23/2024 3:59,4,567,30
36,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC - 35179,VENNELA (A.C. SLEEPER),7/22/2024 21:45,04h 35m,7/23/2024 2:20,4.4,839,12
37,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC - 3908,Super Luxury (Non AC Seater 2+2 Push Back),7/22/2024 22:00,06h 25m,7/23/2024 4:25,3.6,469,27
38,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC - 4320,INDRA(A.C. Seater),7/22/2024 22:00,06h 25m,7/23/2024 4:25,3.8,567,25
39,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC - 4048,Super Luxury (Non AC Seater 2+2 Push Back),7/22/2024 22:00,06h 20m,7/23/2024 4:20,4.2,480,21
40,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC - 35155,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),7/22/2024 22:00,05h 42m,7/23/2024 3:42,3.9,720,42
41,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC - 35118,INDRA(A.C. Seater),7/22/2024 22:05,06h 45m,7/23/2024 4:50,4,596,35
42,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC - 3970,Super Luxury (Non AC Seater 2+2 Push Back),7/22/2024 22:05,07h 15m,7/23/2024 5:20,4,456,15
43,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC - 3575,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),7/22/2024 22:15,06h 25m,7/23/2024 4:40,3.9,708,44
44,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC - 9934,STAR LINER(NON-AC SLEEPER 2+1),7/22/2024 22:15,07h 15m,7/23/2024 5:30,3.9,607,13
45,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC - 35265,VENNELA (A.C. SLEEPER),7/22/2024 22:15,04h 35m,7/23/2024 2:50,3.5,839,14
46,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC - 3635,Super Luxury (Non AC Seater 2+2 Push Back),7/22/2024 22:20,06h 35m,7/23/2024 4:55,4.2,469,22
47,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC - 3943,Super Luxury (Non AC Seater 2+2 Push Back),7/22/2024 22:25,07h 00m,7/23/2024 5:25,3.6,456,16
48,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC - 35063,Super Luxury (Non AC Seater 2+2 Push Back),7/22/2024 22:25,07h 45m,7/23/2024 6:10,4.6,469,30
49,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC - 3633,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),7/22/2024 22:30,05h 40m,7/23/2024 4:10,4.2,720,41
50,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC - 3696,STAR LINER(NON-AC SLEEPER 2+1),7/22/2024 22:30,05h 55m,7/23/2024 4:25,4.4,591,23
51,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC - 3910,INDRA(A.C. Seater),7/22/2024 22:30,04h 35m,7/23/2024 3:05,3.5,567,36
52,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC - 95660,Super Luxury (Non AC Seater 2+2 Push Back),7/22/2024 22:40,06h 35m,7/23/2024 5:15,2.2,446,8
53,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC - 4350,STAR LINER(NON-AC SLEEPER 2+1),7/22/2024 22:45,05h 31m,7/23/2024 4:16,4,565,17
54,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC - 3509,INDRA(A.C. Seater),7/22/2024 22:45,06h 14m,7/23/2024 4:59,4.1,567,36
55,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC - 3609,Super Luxury (Non AC Seater 2+2 Push Back),7/22/2024 22:46,07h 54m,7/23/2024 6:40,4.2,456,28
56,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC - 3968,INDRA(A.C. Seater),7/22/2024 22:55,06h 10m,7/23/2024 5:05,2.6,551,25
57,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC - 3694,Super Luxury (Non AC Seater 2+2 Push Back),7/22/2024 22:55,07h 20m,7/23/2024 6:15,4.6,488,20
58,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC - 3692,NIGHT RIDER (SEATER CUM SLEEPER),7/22/2024 22:55,06h 40m,7/23/2024 5:35,3.7,622,27
59,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC - 3961,INDRA(A.C. Seater),7/22/2024 22:55,06h 30m,7/23/2024 5:25,3.8,590,21
60,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC - 3888,VENNELA (A.C. SLEEPER),7/22/2024 23:00,04h 35m,7/23/2024 3:35,4,839,14
61,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC - 3569,INDRA(A.C. Seater),7/22/2024 23:00,04h 46m,7/23/2024 3:46,4.1,567,32
62,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC - 4893,Super Luxury (Non AC Seater 2+2 Push Back),7/22/2024 23:00,06h 20m,7/23/2024 5:20,4.3,469,27
63,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC - 3533,Super Luxury (Non AC Seater 2+2 Push Back),7/22/2024 23:00,06h 10m,7/23/2024 5:10,4,436,30
64,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC - 3900,Super Luxury (Non AC Seater 2+2 Push Back),7/22/2024 23:00,05h 20m,7/23/2024 4:20,4.3,469,10
65,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC - 3278,VENNELA (A.C. SLEEPER),7/22/2024 23:05,05h 20m,7/23/2024 4:25,3.9,839,16
66,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC - 4790,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),7/22/2024 23:05,06h 15m,7/23/2024 5:20,4.4,737,23
67,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC - 3976,Super Luxury (Non AC Seater 2+2 Push Back),7/22/2024 23:15,06h 35m,7/23/2024 5:50,2.4,469,21
68,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC - 4352,Super Luxury (Non AC Seater 2+2 Push Back),7/22/2024 23:15,06h 15m,7/23/2024 5:30,3.9,469,19
69,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC - 2785,Super Luxury (Non AC Seater 2+2 Push Back),7/22/2024 23:15,05h 52m,7/23/2024 5:07,3.4,469,18
70,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC - 3690,INDRA(A.C. Seater),7/22/2024 23:16,06h 44m,7/23/2024 6:00,3.9,551,34
71,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC - 3951,Super Luxury (Non AC Seater 2+2 Push Back),7/22/2024 23:25,06h 45m,7/23/2024 6:10,4.4,456,27
72,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC - 4354,Super Luxury (Non AC Seater 2+2 Push Back),7/22/2024 23:30,06h 14m,7/23/2024 5:44,3.9,469,10
73,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC - 23702,Super Luxury (Non AC Seater 2+2 Push Back),7/22/2024 23:30,05h 00m,7/23/2024 4:30,3.9,436,16
74,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC - 4995,INDRA(A.C. Seater),7/22/2024 23:30,06h 10m,7/23/2024 5:40,4.1,567,22
75,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC - 3545,DOLPHIN CRUISE (VOLVO / SCANIA A.C Multi Axle),7/22/2024 23:30,06h 05m,7/23/2024 5:35,4.3,720,46
76,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC - 4178,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),7/22/2024 23:40,05h 55m,7/23/2024 5:35,4.3,720,36
77,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC - 4814,Super Luxury (Non AC Seater 2+2 Push Back),7/22/2024 23:40,05h 30m,7/23/2024 5:10,4.9,436,12
78,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC - 3057,VENNELA (A.C. SLEEPER),7/22/2024 23:45,05h 00m,7/23/2024 4:45,0,839,25
79,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC - 4369,INDRA(A.C. Seater),7/22/2024 23:45,05h 59m,7/23/2024 5:44,3.3,567,21
80,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC - 3535,VENNELA (A.C. SLEEPER),7/22/2024 23:50,05h 35m,7/23/2024 5:25,3.8,839,24
81,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC - 4879,Super Luxury (Non AC Seater 2+2 Push Back),7/22/2024 23:55,06h 30m,7/23/2024 6:25,3.9,469,24
82,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,IntrCity SmartBus,A/C Seater / Sleeper (2+1),7/22/2024 23:45,06h 15m,7/23/2024 6:00,4.6,495,36
83,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,IntrCity SmartBus,A/C Seater / Sleeper (2+1),7/22/2024 23:25,07h 00m,7/23/2024 6:25,4.6,446,34
84,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,FRESHBUS,Electric A/C Seater (2+2),7/22/2024 22:30,06h 50m,7/23/2024 5:20,4.6,450,22
85,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,AdIntrCity SmartBus,A/C Seater / Sleeper (2+1),7/22/2024 23:00,06h 45m,7/23/2024 5:45,4.6,515,31
86,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,FRESHBUS,Electric A/C Seater (2+2),7/22/2024 11:40,06h 55m,7/22/2024 18:35,4.7,500,38
87,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,FRESHBUS,Electric A/C Seater (2+2),7/22/2024 16:20,06h 45m,7/22/2024 23:05,4.6,450,28
88,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,IntrCity SmartBus,A/C Seater / Sleeper (2+1),7/22/2024 23:50,06h 20m,7/23/2024 6:10,4.6,419,26
89,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,AdSai RK Travels,Non A/C Seater / Sleeper (2+1),7/22/2024 22:10,07h 20m,7/23/2024 5:30,3.9,560,29
90,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,FRESHBUS,Electric A/C Seater (2+2),7/22/2024 21:30,06h 35m,7/23/2024 4:05,4.5,450,28
91,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,IntrCity SmartBus,AC Sleeper (2+1),7/22/2024 23:40,06h 50m,7/23/2024 6:30,4.6,658,21
92,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,GMRK Tours and Travels,Volvo A/C Semi Sleeper (2+2),7/22/2024 23:45,06h 10m,7/23/2024 5:55,4.6,449,24
93,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,FRESHBUS,Electric A/C Seater (2+2),7/22/2024 12:30,05h 10m,7/22/2024 17:40,4.6,480,39
94,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Zingbus Plus,A/C Seater / Sleeper (2+1),7/22/2024 22:50,06h 50m,7/23/2024 5:40,4.7,406,23
95,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,NueGo,Electric A/C Seater (2+2),7/22/2024 10:15,06h 45m,7/22/2024 17:00,4.5,332,11
96,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,FRESHBUS,Electric A/C Seater (2+2),7/22/2024 11:00,07h 10m,7/22/2024 18:10,4.5,500,29
97,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Sri Durga Malleswari Travels,A/C Sleeper (2+1),7/22/2024 22:30,07h 15m,7/23/2024 5:45,4.5,653,9
98,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,NueGo,Electric A/C Seater (2+2),7/22/2024 21:50,06h 15m,7/23/2024 4:05,4.4,337,29
99,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,NueGo,Electric A/C Seater (2+2),7/22/2024 22:35,06h 35m,7/23/2024 5:10,4.5,332,19
100,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,FRESHBUS,Electric A/C Seater (2+2),7/22/2024 10:15,06h 25m,7/22/2024 16:40,4.7,450,33
101,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,IntrCity SmartBus,A/C Seater / Sleeper (2+1),7/22/2024 23:30,06h 50m,7/23/2024 6:20,4.4,393,32
102,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,FRESHBUS,Electric A/C Seater (2+2),7/22/2024 23:25,06h 30m,7/23/2024 5:55,4.3,450,31
103,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,NueGo,Electric A/C Seater/Sleeper (2+1),7/22/2024 23:00,07h 30m,7/23/2024 6:30,4.3,379,12
104,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Svkdt travels,A/C Sleeper (2+1),7/22/2024 23:20,06h 54m,7/23/2024 6:14,4.4,762,21
105,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,IntrCity SmartBus,AC Sleeper (2+1),7/22/2024 23:20,06h 35m,7/23/2024 5:55,4.4,748,18
106,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,NueGo,Electric A/C Seater (2+2),7/22/2024 22:30,07h 30m,7/23/2024 6:00,4.2,379,25
107,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,NueGo,Electric A/C Seater (2+2),7/22/2024 11:35,07h 25m,7/22/2024 19:00,4.2,332,18
108,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Yolo Bus,A/C Seater / Sleeper (2+1),7/22/2024 23:24,06h 19m,7/23/2024 5:43,4.2,450,21
109,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,NueGo,Electric A/C Seater (2+2),7/22/2024 14:35,07h 25m,7/22/2024 22:00,4.1,332,16
110,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Sri KVR Travels,A/C Sleeper (2+1),7/22/2024 23:45,05h 50m,7/23/2024 5:35,4.2,870,21
111,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Sri Sai Srinivasa Travels,Non A/C Seater / Sleeper (2+1),7/22/2024 22:00,06h 57m,7/23/2024 4:57,4.4,550,25
112,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,NueGo,Electric A/C Seater (2+2),7/22/2024 16:00,06h 42m,7/22/2024 22:42,4.1,408,20
113,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,BSR Tours And Travels,VE A/C Sleeper (2+1),7/22/2024 23:50,06h 25m,7/23/2024 6:15,4.5,880,15
114,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,NueGo,Electric A/C Seater (2+2),7/22/2024 10:35,07h 25m,7/22/2024 18:00,4.1,332,27
115,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Svkdt travels,A/C Seater / Sleeper (2+1),7/22/2024 22:45,06h 55m,7/23/2024 5:40,4.2,557,28
116,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,NueGo,Electric A/C Seater/Sleeper (2+1),7/22/2024 21:30,07h 50m,7/23/2024 5:20,4.2,464,8
117,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Svkdt travels,A/C Sleeper (2+1),7/22/2024 23:00,06h 50m,7/23/2024 5:50,4,762,22
118,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Sri KVR Travels,Non A/C Seater / Sleeper (2+1),7/22/2024 23:30,06h 15m,7/23/2024 5:45,4.2,500,23
119,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,NueGo,Electric A/C Seater (2+2),7/22/2024 23:25,07h 30m,7/23/2024 6:55,3.9,383,20
120,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,NueGo,Electric A/C Seater (2+2),7/22/2024 13:00,06h 42m,7/22/2024 19:42,4,379,19
121,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,NueGo,Electric A/C Seater/Sleeper (2+1),7/22/2024 10:10,07h 40m,7/22/2024 17:50,4.4,332,21
122,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Tirumala Xpress,A/C Sleeper (2+1),7/22/2024 23:20,06h 50m,7/23/2024 6:10,4,555,27
123,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Anjani Bus,A/C Seater / Sleeper (2+1),7/22/2024 23:15,06h 33m,7/23/2024 5:48,3.9,499,25
