id,route_name,route_link,busname,bustype,departing_time,duration,reaching_time,star_rating,price,seats_available
2411,Visakhapatnam to Rajahmundry,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,NueGo,Electric A/C Seater (2+2),7/22/2024 10:35,04h 55m,7/22/2024 15:30,3.4,232,27
2412,Visakhapatnam to Rajahmundry,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,NueGo,Electric A/C Seater (2+2),7/22/2024 13:00,05h 15m,7/22/2024 18:15,3.4,362,35
2413,Visakhapatnam to Rajahmundry,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,Shyamoli Paribahan Pvt Ltd,Volvo 9600 Multi-Axle A/C Sleeper (2+1),7/22/2024 13:30,04h 30m,7/22/2024 18:00,4.3,859,14
2414,Visakhapatnam to Rajahmundry,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,NueGo,Electric A/C Seater/Sleeper (2+1),7/22/2024 14:30,05h 15m,7/22/2024 19:45,3.8,329,34
2415,Visakhapatnam to Rajahmundry,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,Shyamoli Paribahan Pvt Ltd,A/C Seater/Sleeper (2+1),7/22/2024 17:15,05h 15m,7/22/2024 22:30,4.3,539,13
2416,Visakhapatnam to Rajahmundry,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,Sri Keerthana Sai Travels,Non A/C Seater / Sleeper (2+1),7/22/2024 17:30,05h 00m,7/22/2024 22:30,3.2,599,26
2417,Visakhapatnam to Rajahmundry,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,Sri Keerthana Sai Travels,Non A/C Seater / Sleeper (2+1),7/22/2024 17:30,04h 59m,7/22/2024 22:29,3.2,618,22
2418,Visakhapatnam to Rajahmundry,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,SVR Tours and Travels,A/C Seater / Sleeper (2+1),7/22/2024 17:45,04h 45m,7/22/2024 22:30,4.1,360,35
2419,Visakhapatnam to Rajahmundry,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,Sri Keerthana Sai Travels,Non A/C Seater / Sleeper (2+1),7/22/2024 18:00,05h 05m,7/22/2024 23:05,3.2,618,34
2420,Visakhapatnam to Rajahmundry,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,Mayuri Travels,A/C Seater / Sleeper (2+1),7/22/2024 19:00,04h 50m,7/22/2024 23:50,3.5,700,29
2421,Visakhapatnam to Rajahmundry,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,SVR Tours and Travels,Volvo A/C Sleeper (2+1),7/22/2024 19:30,04h 15m,7/22/2024 23:45,4.1,530,35
2422,Visakhapatnam to Rajahmundry,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,SVR Tours and Travels,Volvo Multi Axle Sleeper B11R (2+1),7/22/2024 19:30,04h 15m,7/22/2024 23:45,4.1,610,36
2423,Visakhapatnam to Rajahmundry,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,Sai Balaji Travels,A/C Sleeper (2+1),7/22/2024 19:52,05h 13m,7/23/2024 1:05,3.7,699,26
2424,Visakhapatnam to Rajahmundry,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,SRKT Travels,Non A/C Seater / Sleeper (2+1),7/22/2024 20:00,23h 40m,7/23/2024 19:40,3.9,450,24
2425,Visakhapatnam to Rajahmundry,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,NueGo,Electric A/C Seater/Sleeper (2+1),7/22/2024 20:00,04h 45m,7/23/2024 0:45,3.4,526,21
2426,Visakhapatnam to Rajahmundry,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,Sai Balaji Travels,Non A/C Seater / Sleeper (2+1),7/22/2024 20:22,05h 08m,7/23/2024 1:30,3.7,449,29
2427,Visakhapatnam to Rajahmundry,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,SRKT Travels,Non A/C Seater / Sleeper (2+1),7/22/2024 20:30,05h 50m,7/23/2024 2:20,3.9,450,28
2428,Visakhapatnam to Rajahmundry,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,Sri KVR Travels,Non A/C Seater / Sleeper (2+1),7/22/2024 21:00,05h 00m,7/23/2024 2:00,4.7,513,26
2429,Visakhapatnam to Rajahmundry,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,Sri VInayaka Travels(Siva's),NON A/C Sleeper (2+1),7/22/2024 21:00,04h 30m,7/23/2024 1:30,3.7,649,24
2430,Visakhapatnam to Rajahmundry,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,Sri Padmavathi Travels,Non A/C Seater / Sleeper (2+1),7/22/2024 21:00,04h 00m,7/23/2024 1:00,3.4,500,29
2431,Visakhapatnam to Rajahmundry,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,NueGo,Electric A/C Seater (2+2),7/22/2024 21:00,04h 45m,7/23/2024 1:45,3.4,299,35
2432,Visakhapatnam to Rajahmundry,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,NueGo,Electric A/C Seater (2+2),7/22/2024 21:00,04h 45m,7/23/2024 1:45,4,664,40
2433,Visakhapatnam to Rajahmundry,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,Sri Amaravathi Travels,Non A/C Seater / Sleeper (2+1),7/22/2024 21:25,04h 51m,7/23/2024 2:16,3.7,450,26
2434,Visakhapatnam to Rajahmundry,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,Sri Padmavathi Travels,A/C Sleeper (2+1),7/22/2024 21:25,05h 05m,7/23/2024 2:30,3.4,750,28
2435,Visakhapatnam to Rajahmundry,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,SRKT Travels,A/C Seater / Sleeper (2+1),7/22/2024 21:30,04h 30m,7/23/2024 2:00,3.9,530,32
2436,Visakhapatnam to Rajahmundry,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,Jayalakshmi Tours and Travels,A/C Seater / Sleeper (2+1),7/22/2024 21:30,05h 00m,7/23/2024 2:30,4.1,649,40
2437,Visakhapatnam to Rajahmundry,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,Nani’s Sai Krishna Travels,Non A/C Seater / Sleeper (2+1),7/22/2024 21:35,05h 40m,7/23/2024 3:15,3.1,499,29
2438,Visakhapatnam to Rajahmundry,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,Sri Padmavathi Travels,Non A/C Seater / Sleeper (2+1),7/22/2024 21:40,04h 50m,7/23/2024 2:30,3.4,500,18
2439,Visakhapatnam to Rajahmundry,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,Sree Sambhavi Tours and Travels,Non A/C Seater / Sleeper (2+1),7/22/2024 21:45,04h 45m,7/23/2024 2:30,3.2,570,33
2440,Visakhapatnam to Rajahmundry,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,NueGo,Electric A/C Seater/Sleeper (2+1),7/22/2024 21:45,04h 45m,7/23/2024 2:30,3.4,476,12
2441,Visakhapatnam to Rajahmundry,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,SREE PAVAN TRAVELS,Non A/C Seater / Sleeper (2+1),7/22/2024 21:50,05h 10m,7/23/2024 3:00,3.5,495,16
2442,Visakhapatnam to Rajahmundry,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,Sai RK Travels,Non A/C Seater / Sleeper (2+1),7/22/2024 21:55,03h 50m,7/23/2024 1:45,3.4,650,21
2443,Visakhapatnam to Rajahmundry,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,Prathap Travels,Non A/C Seater / Sleeper (2+1),7/22/2024 21:55,04h 05m,7/23/2024 2:00,3.6,555,24
2444,Visakhapatnam to Rajahmundry,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,Sri KVR Travels,Non A/C Seater / Sleeper (2+1),7/22/2024 22:00,04h 20m,7/23/2024 2:20,4.7,561,32
2445,Visakhapatnam to Rajahmundry,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,Sri Padmavathi Travels,Non A/C Seater / Sleeper (2+1),7/22/2024 22:00,05h 00m,7/23/2024 3:00,3.4,450,33
2446,Visakhapatnam to Rajahmundry,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,Prathap Travels,Non A/C Seater / Sleeper (2+1),7/22/2024 22:10,03h 55m,7/23/2024 2:05,3.6,555,12
2447,Visakhapatnam to Rajahmundry,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,Sri KVR Travels,Non A/C Seater / Sleeper (2+1),7/22/2024 22:15,04h 00m,7/23/2024 2:15,4.7,561,34
2448,Visakhapatnam to Rajahmundry,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,SREE PAVAN TRAVELS,NON A/C Seater Push Back (2+2),7/22/2024 22:15,04h 15m,7/23/2024 2:30,3.5,495,21
2449,Visakhapatnam to Rajahmundry,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,Sri KVR Travels,Non A/C Seater / Sleeper (2+1),7/22/2024 22:15,04h 15m,7/23/2024 2:30,4.7,561,49
2450,Visakhapatnam to Rajahmundry,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,Sri Amaravathi Travels,NON A/C Hi-Tech Push Back (2+2),7/22/2024 22:30,04h 01m,7/23/2024 2:31,3.7,450,25
2451,Visakhapatnam to Rajahmundry,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,Navin Travels,Non A/C Seater / Sleeper (2+1),7/22/2024 22:30,04h 30m,7/23/2024 3:00,3.9,509,28
2452,Visakhapatnam to Rajahmundry,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,IRA Travels,A/C Seater / Sleeper (2+1),7/22/2024 22:30,04h 30m,7/23/2024 3:00,3.9,590,19
2453,Visakhapatnam to Rajahmundry,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,Sri KVR Travels,Non A/C Seater / Sleeper (2+1),7/22/2024 22:30,03h 30m,7/23/2024 2:00,4.7,561,35
2454,Visakhapatnam to Rajahmundry,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,Nani’s Sai Krishna Travels,A/C Seater / Sleeper (2+1),7/22/2024 22:40,02h 05m,7/23/2024 0:45,3.1,555,29
2455,Visakhapatnam to Rajahmundry,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,Sri Padmavathi Travels,A/C Seater / Sleeper (2+1),7/22/2024 22:45,04h 15m,7/23/2024 3:00,3.4,700,27
2456,Visakhapatnam to Rajahmundry,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,Sri Amaravathi Travels,NON A/C Sleeper (2+1),7/22/2024 22:45,04h 00m,7/23/2024 2:45,3.7,630,13
2457,Visakhapatnam to Rajahmundry,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,Sai Sri Krishna Travels,A/C Seater / Sleeper (2+1),7/22/2024 22:45,03h 55m,7/23/2024 2:40,3.5,500,30
2458,Visakhapatnam to Rajahmundry,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,Sri KVR Travels,A/C Seater / Sleeper (2+1),7/22/2024 22:50,04h 30m,7/23/2024 3:20,4.7,661,31
2459,Visakhapatnam to Rajahmundry,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,Sai Sri Krishna Travels,A/C Seater / Sleeper (2+1),7/22/2024 22:50,04h 40m,7/23/2024 3:30,3.5,500,29
2460,Visakhapatnam to Rajahmundry,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,Navin Travels,Non A/C Seater / Sleeper (2+1),7/22/2024 22:55,04h 30m,7/23/2024 3:25,3.9,648,10
2461,Visakhapatnam to Rajahmundry,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,Sri KVR Travels,Non A/C Seater / Sleeper (2+1),7/22/2024 23:00,04h 45m,7/23/2024 3:45,4.7,561,39
2462,Visakhapatnam to Rajahmundry,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,Navin Travels,Non A/C Seater / Sleeper (2+1),7/22/2024 23:00,04h 45m,7/23/2024 3:45,3.9,601,20
2463,Visakhapatnam to Rajahmundry,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,Sri Padmavathi Travels,NON A/C Sleeper (2+1),7/22/2024 23:00,03h 30m,7/23/2024 2:30,3.4,700,28
2464,Visakhapatnam to Rajahmundry,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,Nani’s Sai Krishna Travels,Non A/C Seater / Sleeper (2+1),7/22/2024 23:00,04h 15m,7/23/2024 3:15,3.1,499,33
2465,Visakhapatnam to Rajahmundry,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,NueGo,Electric A/C Seater/Sleeper (2+1),7/22/2024 23:00,04h 45m,7/23/2024 3:45,3.9,273,27
2466,Visakhapatnam to Rajahmundry,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,Sri KVR Travels,A/C Seater / Sleeper (2+1),7/22/2024 23:35,03h 25m,7/23/2024 3:00,4.7,661,29
2467,Visakhapatnam to Rajahmundry,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,Sri KVR Travels,A/C Seater / Sleeper (2+1),7/22/2024 23:35,03h 25m,7/23/2024 3:00,4.7,750,28
2468,Visakhapatnam to Rajahmundry,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,Morning Star Travels,A/C Sleeper (2+1),7/22/2024 16:30,04h 45m,7/22/2024 21:15,2.6,790,29
2469,Visakhapatnam to Rajahmundry,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,Sri Laxmi Sravanthi Siva Tours And Travels,Non A/C Seater / Sleeper (2+1),7/22/2024 19:15,06h 15m,7/23/2024 1:30,2.8,755,29
2470,Visakhapatnam to Rajahmundry,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,Vsaikrishna Travels,NON A/C Sleeper (2+1),7/22/2024 20:45,05h 45m,7/23/2024 2:30,2.8,699,23
2471,Visakhapatnam to Rajahmundry,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,Morning Star Travels,A/C Sleeper (2+1),7/22/2024 22:15,03h 35m,7/23/2024 1:50,2.6,790,30
2472,Visakhapatnam to Rajahmundry,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,LAVYASRI Travels,Non A/C Seater / Sleeper (2+1),7/22/2024 22:35,04h 10m,7/23/2024 2:45,2.6,499,29
2473,Visakhapatnam to Rajahmundry,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,Navayuga Travels,A/C Sleeper (2+1),7/22/2024 15:00,03h 50m,7/22/2024 18:50,3.5,1670,29
2474,Visakhapatnam to Rajahmundry,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,PRL BUS,A/C Seater / Sleeper (2+1),7/22/2024 16:00,05h 00m,7/22/2024 21:00,3.3,1400,23
2475,Visakhapatnam to Rajahmundry,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,Mahi Trans Solutions,A/C Sleeper (2+1),7/22/2024 16:00,05h 55m,7/22/2024 21:55,3.9,3324,30
2476,Visakhapatnam to Rajahmundry,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,DMR Travels,A/C Sleeper (2+1),7/22/2024 16:00,05h 35m,7/22/2024 21:35,3.6,950,27
2477,Visakhapatnam to Rajahmundry,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,YBM Travels(BLM),Volvo Multi-Axle Sleeper A/C (2+1),7/22/2024 16:30,04h 50m,7/22/2024 21:20,3.7,1258,4
2478,Visakhapatnam to Rajahmundry,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,KTR Travels,Non A/C Seater / Sleeper (2+1),7/22/2024 17:15,06h 05m,7/22/2024 23:20,3.6,899,15
2479,Visakhapatnam to Rajahmundry,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,Sri KVR Travels,A/C Seater / Sleeper (2+1),7/22/2024 17:30,06h 40m,7/23/2024 0:10,4.7,990,45
2480,Visakhapatnam to Rajahmundry,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,Jagan Travels,A/C Sleeper (2+1),7/22/2024 17:30,05h 15m,7/22/2024 22:45,4,900,12
2481,Visakhapatnam to Rajahmundry,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,Zingbus Plus,A/C Sleeper (2+1),7/22/2024 18:10,04h 30m,7/22/2024 22:40,4.3,1118,6
2482,Visakhapatnam to Rajahmundry,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,Mythri Tours And Travels,A/C Sleeper (2+1),7/22/2024 18:15,04h 00m,7/22/2024 22:15,4.6,1209,11
2483,Visakhapatnam to Rajahmundry,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,Shree Manikanta Travels,A/C Sleeper (2+1),7/22/2024 18:30,04h 30m,7/22/2024 23:00,4.1,1119,17
2484,Visakhapatnam to Rajahmundry,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,Sri Keerthana Sai Travels,A/C Sleeper (2+1),7/22/2024 18:30,04h 59m,7/22/2024 23:29,3.2,950,28
2485,Visakhapatnam to Rajahmundry,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,Sri Keerthana Sai Travels,A/C Sleeper (2+1),7/22/2024 19:00,04h 59m,7/22/2024 23:59,3.2,1045,29
2486,Visakhapatnam to Rajahmundry,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,Sri Dhanalakshmi Travels,A/C Sleeper (2+1),7/22/2024 19:00,04h 59m,7/22/2024 23:59,3,3999,30
2487,Visakhapatnam to Rajahmundry,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,VV Vinayak Travels,Non A/C Seater / Sleeper (2+1),7/22/2024 20:30,04h 50m,7/23/2024 1:20,3.1,1049,36
2488,Visakhapatnam to Rajahmundry,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,Nani’s Sai Krishna Travels,Non A/C Seater / Sleeper (2+1),7/22/2024 20:45,05h 15m,7/23/2024 2:00,3.1,3000,43
2489,Visakhapatnam to Rajahmundry,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,Sree Sambhavi Tours and Travels,NON A/C Semi Sleeper (2+2),7/22/2024 21:45,04h 45m,7/23/2024 2:30,3.2,1235,41
2490,Visakhapatnam to Rajahmundry,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,IRA Travels,A/C Seater / Sleeper (2+1),7/22/2024 22:00,04h 30m,7/23/2024 2:30,3.9,900,34
2491,Visakhapatnam to Rajahmundry,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,RUDRA TOURS & TRAVELS,NON A/C Seater/ Sleeper (2+1),7/22/2024 22:30,04h 00m,7/23/2024 2:30,3.5,1500,34
2492,Visakhapatnam to Rajahmundry,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,Navayuga Travels,NON AC Seater / Sleeper 2+1,7/22/2024 22:45,04h 00m,7/23/2024 2:45,3.5,1990,17
2493,Visakhapatnam to Rajahmundry,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,Morning Star Travels,A/C Sleeper (2+1),7/22/2024 13:00,04h 35m,7/22/2024 17:35,2.6,1190,24
2494,Visakhapatnam to Rajahmundry,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,Morning Star Travels,A/C Sleeper (2+1),7/22/2024 14:20,05h 20m,7/22/2024 19:40,2.6,1190,25
2495,Visakhapatnam to Rajahmundry,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,Morning Star Travels,A/C Sleeper (2+1),7/22/2024 15:20,05h 10m,7/22/2024 20:30,2.6,1090,30
2496,Visakhapatnam to Rajahmundry,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,Morning Star Travels,A/C Sleeper (2+1),7/22/2024 17:30,05h 15m,7/22/2024 22:45,2.6,1050,30
2497,Visakhapatnam to Rajahmundry,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,KVR Tours and Travels,A/C Sleeper (2+1),7/22/2024 17:30,05h 15m,7/22/2024 22:45,2.7,903,24
2498,Visakhapatnam to Rajahmundry,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,Naveen Tours and Travels,A/C Seater/Sleeper (2+1),7/22/2024 17:34,04h 41m,7/22/2024 22:15,0,3999,44
2499,Visakhapatnam to Rajahmundry,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,Naveen Tours and Travels,A/C Seater/Sleeper (2+1),7/22/2024 20:00,04h 50m,7/23/2024 0:50,0,3999,44
2500,Visakhapatnam to Rajahmundry,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,Morning Star Travels,A/C Sleeper (2+1),7/22/2024 20:25,04h 50m,7/23/2024 1:15,2.6,1390,30
2501,Visakhapatnam to Rajahmundry,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,Morning Star Travels,A/C Sleeper (2+1),7/22/2024 21:30,03h 50m,7/23/2024 1:20,2.6,890,26
2502,Visakhapatnam to Rajahmundry,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,Morning Star Travels,A/C Sleeper (2+1),7/22/2024 22:00,04h 55m,7/23/2024 2:55,2.6,1190,20
2503,Visakhapatnam to Rajahmundry,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,Morning Star Travels,A/C Sleeper (2+1),7/22/2024 22:00,04h 35m,7/23/2024 2:35,2.6,950,27
2504,Visakhapatnam to Rajahmundry,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,Morning Star Travels,A/C Sleeper (2+1),7/22/2024 22:00,04h 45m,7/23/2024 2:45,2.6,1150,28
2505,Visakhapatnam to Rajahmundry,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,Naveen Tours and Travels,A/C Seater/Sleeper (2+1),7/22/2024 22:30,03h 45m,7/23/2024 2:15,0,3999,44
2506,Visakhapatnam to Rajahmundry,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,LAVYASRI Travels,Non A/C Seater / Sleeper (2+1),7/22/2024 22:35,04h 10m,7/23/2024 2:45,2.6,888,1
2507,Visakhapatnam to Rajahmundry,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,VRL Travels,Volvo A/C B11R Multi Axle Semi Sleeper (2+2),7/22/2024 14:30,04h 15m,7/22/2024 18:45,3.4,1400,28
2508,Rayachoti to Bangalore,https://www.redbus.in/bus-tickets/rayachoti-to-bangalore,APSRTC - 50102,"ULTRA DELUXE (NON-AC, 2+2 PUSH BACK)",7/22/2024 12:30,05h 30m,7/22/2024 18:00,3.6,330,36
2509,Rayachoti to Bangalore,https://www.redbus.in/bus-tickets/rayachoti-to-bangalore,APSRTC - 6006,INDRA(A.C. Seater),7/22/2024 13:15,05h 00m,7/22/2024 18:15,3.7,422,6
2510,Rayachoti to Bangalore,https://www.redbus.in/bus-tickets/rayachoti-to-bangalore,APSRTC - 50191,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),7/22/2024 14:15,05h 15m,7/22/2024 19:30,3.3,524,33
2511,Rayachoti to Bangalore,https://www.redbus.in/bus-tickets/rayachoti-to-bangalore,APSRTC - 9488,Super Luxury (Non AC Seater 2+2 Push Back),7/22/2024 15:30,05h 55m,7/22/2024 21:25,4,353,28
2512,Rayachoti to Bangalore,https://www.redbus.in/bus-tickets/rayachoti-to-bangalore,APSRTC - 9256,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),7/22/2024 15:45,05h 15m,7/22/2024 21:00,3.6,524,44
2513,Rayachoti to Bangalore,https://www.redbus.in/bus-tickets/rayachoti-to-bangalore,APSRTC - 50144,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",7/22/2024 17:45,05h 15m,7/22/2024 23:00,3.5,353,26
2514,Rayachoti to Bangalore,https://www.redbus.in/bus-tickets/rayachoti-to-bangalore,APSRTC - 6010,Super Luxury (Non AC Seater 2+2 Push Back),7/22/2024 21:15,05h 15m,7/23/2024 2:30,4.1,353,32
2515,Rayachoti to Bangalore,https://www.redbus.in/bus-tickets/rayachoti-to-bangalore,APSRTC - 6240,"ULTRA DELUXE (NON-AC, 2+2 PUSH BACK)",7/22/2024 22:15,05h 45m,7/23/2024 4:00,3.6,330,34
2516,Rayachoti to Bangalore,https://www.redbus.in/bus-tickets/rayachoti-to-bangalore,APSRTC - 6073,INDRA(A.C. Seater),7/22/2024 22:45,04h 15m,7/23/2024 3:00,3.2,422,36
2517,Rayachoti to Bangalore,https://www.redbus.in/bus-tickets/rayachoti-to-bangalore,APSRTC - 6522,"ULTRA DELUXE (NON-AC, 2+2 PUSH BACK)",7/22/2024 23:15,04h 35m,7/23/2024 3:50,3.9,330,28
2518,Rayachoti to Bangalore,https://www.redbus.in/bus-tickets/rayachoti-to-bangalore,APSRTC - 6065,Super Luxury (Non AC Seater 2+2 Push Back),7/22/2024 23:45,04h 50m,7/23/2024 4:35,3.8,353,18
2519,Rayachoti to Bangalore,https://www.redbus.in/bus-tickets/rayachoti-to-bangalore,APSRTC - 9266,INDRA(A.C. Seater),7/22/2024 23:55,04h 45m,7/23/2024 4:40,4.3,422,38
2520,Rayachoti to Bangalore,https://www.redbus.in/bus-tickets/rayachoti-to-bangalore,SUVARNAMUKHI TRAVELS,NON A/C Seater (2+3),7/22/2024 23:00,05h 30m,7/23/2024 4:30,3.2,280,10
2521,Rayachoti to Bangalore,https://www.redbus.in/bus-tickets/rayachoti-to-bangalore,SUVARNAMUKHI TRAVELS,A/C Sleeper (2+1),7/22/2024 23:30,05h 05m,7/23/2024 4:35,4.1,800,6
2522,Rayachoti to Bangalore,https://www.redbus.in/bus-tickets/rayachoti-to-bangalore,PRL BUS,Non A/C Seater / Sleeper (2+1),7/22/2024 23:30,06h 30m,7/23/2024 6:00,3.8,550,12
2523,Rayachoti to Bangalore,https://www.redbus.in/bus-tickets/rayachoti-to-bangalore,PRL BUS,Non A/C Seater / Sleeper (2+1),7/22/2024 23:35,05h 25m,7/23/2024 5:00,4.2,550,21
2524,Rayachoti to Bangalore,https://www.redbus.in/bus-tickets/rayachoti-to-bangalore,Maheswari Travels,Non A/C Seater / Sleeper (2+1),7/22/2024 23:40,06h 00m,7/23/2024 5:40,3.5,599,21
2525,Rayachoti to Bangalore,https://www.redbus.in/bus-tickets/rayachoti-to-bangalore,Maheswari Travels,Non A/C Seater / Sleeper (2+1),7/22/2024 23:45,06h 05m,7/23/2024 5:50,4.2,599,21
2526,Rayachoti to Bangalore,https://www.redbus.in/bus-tickets/rayachoti-to-bangalore,Sri Vinayaka Travels,NON A/C Seater/ Sleeper (2+1),7/22/2024 23:45,05h 15m,7/23/2024 5:00,4.7,599,21
2527,Rayachoti to Bangalore,https://www.redbus.in/bus-tickets/rayachoti-to-bangalore,S R Travels,Non A/C Seater / Sleeper (2+1),7/22/2024 23:50,05h 25m,7/23/2024 5:15,3.1,600,32
2528,Rayachoti to Bangalore,https://www.redbus.in/bus-tickets/rayachoti-to-bangalore,AR & BCVR Travels,Non A/C Seater / Sleeper (2+1),7/22/2024 23:55,05h 35m,7/23/2024 5:30,3.8,600,30
